a1,a1a1,a2,a2a2,a3,a3a3,a4a4,a5a5,a6a6,a7a7,a8a8,a9a9,b1b1,b2,b3,b4,b5,b5a1,b5b2,b5b5,cluster,X
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1277
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1278
0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1279
6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,6,1,128
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1280
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1281
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1282
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1284
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1285
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1286
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1288
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1289
6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,6,5,2,129
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1290
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1291
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1292
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1293
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1294
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1295
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1296
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1297
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1298
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1299
9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,11,2,13
6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,5,1,130
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1300
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,1301
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1302
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1303
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,1304
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,1306
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1307
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1308
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1309
5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0,3,131
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1310
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1311
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,1312
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1313
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1314
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1315
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1316
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1317
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1318
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1319
9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,0,5,2,132
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1320
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1321
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1323
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1324
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1326
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1327
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1328
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1329
9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,7,2,133
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,1330
0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1332
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,1333
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,1334
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1335
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1336
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1337
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1338
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1339
8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,3,134
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1341
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1342
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1343
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1344
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1345
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1346
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1349
12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,3,135
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1350
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1352
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1354
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1355
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1356
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1357
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1358
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1359
10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,18,0,5,0,1,136
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1360
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1361
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1362
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1363
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1364
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1365
0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,1366
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1367
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1368
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,1369
0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,7,6,2,137
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1370
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,1371
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1372
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1373
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1374
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1379
9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,3,138
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1380
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1381
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1383
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1384
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1385
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1386
0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1387
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1388
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1389
10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,37,0,0,0,10,139
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1390
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,1391
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1392
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1396
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1397
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1398
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1399
11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,3,14
8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,2,140
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1400
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1401
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1403
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1404
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1405
0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1406
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1407
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1408
0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1409
7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,7,8,2,141
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1410
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1411
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1412
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1414
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1415
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1417
8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,3,142
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1420
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1421
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,1422
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1424
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1425
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1426
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1427
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1428
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,1429
0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,14,0,8,8,2,143
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1430
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1431
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,1432
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1433
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1434
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1436
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1437
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1438
0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1439
0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,7,6,2,144
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1440
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1442
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1443
0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,1444
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1446
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1447
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1449
9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,8,5,2,145
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1450
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,1451
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1452
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1453
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1454
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,1455
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1456
0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1457
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1458
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1459
8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,14,0,0,12,2,146
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1460
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1461
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1462
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1463
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1464
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1465
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1466
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1467
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,1468
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1469
11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,17,0,5,6,1,147
0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1471
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1472
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1473
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1474
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,1475
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1476
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1477
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1478
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1479
0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,0,4,148
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1480
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1481
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1482
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1483
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1484
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1485
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1486
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1487
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1488
6,0,0,0,0,0,0,0,0,0,0,0,0,35,7,5,33,0,0,0,10,149
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1490
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1491
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1492
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1493
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1494
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1495
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1496
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1498
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,1499
8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,14,0,0,10,2,15
14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0,3,150
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1500
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1501
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1502
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1503
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1504
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1505
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1506
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1507
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1508
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1509
11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,0,7,2,151
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1510
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,1511
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1513
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1514
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1515
0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1517
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1518
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1519
7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,10,0,8,8,2,152
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1520
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1521
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,1522
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1523
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1525
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1526
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1527
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1528
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,1529
0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0,4,153
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,1530
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1531
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1532
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1533
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1534
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1535
0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1536
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1537
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1539
11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,6,12,2,154
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1540
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1541
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1542
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1543
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1544
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1545
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1546
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1547
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1548
