a1,a1a1,a2,a2a2,a3,a3a3,a4a4,a5a5,a6a6,a7a7,a8a8,a9a9,b1b1,b2,b3,b4,b5,b5a1,b5b2,b5b5,cluster,X
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1549
6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10,0,0,13,2,155
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1550
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1552
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1553
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1554
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1555
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1556
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1557
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1558
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1559
0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,6,10,2,156
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1560
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1561
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1562
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1563
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1564
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1565
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1566
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1567
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1568
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1569
0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,10,157
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1570
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1571
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1572
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1573
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1574
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1575
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1576
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1578
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1579
0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,8,6,2,158
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1580
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1581
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1582
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1584
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1585
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1586
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1587
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1588
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1589
5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,0,11,2,159
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1590
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1591
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1592
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1593
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1595
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1596
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1597
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1598
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1599
0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,7,2,16
9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,15,0,0,11,2,160
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1600
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1601
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1602
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1603
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1604
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1605
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1606
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1607
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1608
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,1609
9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,0,5,0,3,161
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1610
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1611
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1612
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1613
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1614
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1615
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1616
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1618
0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1619
12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,3,162
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1620
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,1621
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1622
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,1623
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1624
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1626
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1629
6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,6,0,3,163
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1631
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1632
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1635
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1636
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1637
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1639
9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,3,164
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1640
0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1641
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,1642
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1643
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1644
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1646
0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1647
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,1648
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1649
9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,34,0,0,0,10,165
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1650
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1652
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1653
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1654
0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1656
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1657
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1658
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1659
6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0,3,166
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,1660
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1661
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1662
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1663
0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,1664
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1665
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,1667
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1669
5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,0,0,4,167
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1670
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1671
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1672
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1673
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1675
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1676
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1678
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1679
7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,7,7,2,168
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1680
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1681
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1682
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1683
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1684
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1685
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1686
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1687
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1688
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1689
5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,5,0,4,169
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1690
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1691
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1692
0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,1693
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1694
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1695
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1696
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1697
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1698
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1699
10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,10,5,2,17
9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0,0,8,2,170
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1700
0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1701
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,1705
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1708
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,1709
9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8,1,171
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1711
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1713
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1714
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1715
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,1716
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1717
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1718
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1719
5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,13,0,0,16,2,172
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1720
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1722
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1723
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1724
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1725
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1726
0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1727
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1728
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1729
14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,3,173
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1730
0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1731
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1734
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1735
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1736
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1738
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1739
8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,8,2,174
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1740
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1741
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,1742
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1743
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1744
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1745
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1746
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1747
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1748
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1749
5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,22,0,0,5,1,175
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1750
0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1754
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1755
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1756
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1757
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1758
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1759
9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,5,2,176
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1760
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1761
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,1762
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1763
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1764
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1765
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1766
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1767
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1768
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1769
10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0,3,177
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1770
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1771
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1772
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1773
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1777
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1778
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1779
8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,36,0,0,0,10,178
0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1780
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1781
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1782
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1783
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1784
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1786
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1787
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1789
0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,0,6,4,179
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1790
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1791
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1792
0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1793
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1794
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,1795
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1796
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1797
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1799
7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,3,18
0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0,4,180
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1801
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1802
0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1803
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1804
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1805
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1806
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1807
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1808
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1809
8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,2,181
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1810
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1811
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1813
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1814
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1819
12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,3,182
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1820
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1821
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,1822
0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1823
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1824
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,1825
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1826
0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1827
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1828
